album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness,difference_duration,difference_overall,key_variable
Bob Dylan In Concert: Brandeis University 1963,"Honey, Just Allow Me One More Chance",Bob Dylan,71XTdtW3bvmIrotG8yYVMS2ptRToH2MrfmeFctB54XxF,0.025,-14.554,0.0651,-0.037,0.0,-0.33,-0.457,-614,0.9141,difference_speechiness
Dylan & The Dead,Gotta Serve Somebody,Bob Dylan,760420tYNmNjFgi8bWvbop7BBg6ZpwfB1KVKEQehUbGl,0.028,3.141,-0.0496,-0.188,4.29e-06,-0.287,-0.3499,25773,0.90250429,difference_energy
Before The Flood,Rainy Day Women #12 & 35,Bob Dylan,7BkAlVpGwXXl3sYNn5OoJ76QU8kwWWVvDsNFFyoAsY0Q,0.358,21.359,0.0752,-0.15,0.0001,0.034,-0.267,-67720,0.8843,difference_energy
Dylan & The Dead,All Along the Watchtower,Bob Dylan,0Fnb2pfBfu0ka33d6Yki171z56u8TDvHTB6rA9aQSQvM,0.216,8.425,0.017,-0.119,0.022,-0.018,-0.4716,232280,0.8636,difference_energy
Bob Dylan In Concert: Brandeis University 1963,Ballad of Hollis Brown,Bob Dylan,3Si9u9FVlUTcUXVcawnstJ49mh4Sb9rSwaIcrasmfI8a,-0.01,-11.586,0.0113,-0.037,0.0006,-0.13,-0.626,128334,0.8149000000000001,difference_speechiness
Dylan & The Dead,I Want You,Bob Dylan,7tJQ4Ekp2vN3NlI3vJJW3v4SCJH07MVCOOCxDkOF2xZG,-0.058,101.186,0.0697,-0.145,2.34e-06,-0.268,-0.259,58946,0.7997023400000001,difference_speechiness
Dylan & The Dead,Queen Jane Approximately,Bob Dylan,0c2DAekH6ZEnHhf8dM1leK608a9hT6dpN5PlyKUcwJnC,-0.181,68.557,0.0011,-0.007,0.0,0.02,-0.565,71214,0.7740999999999999,difference_valence
Mtv Unplugged,Desolation Row,Bob Dylan,4n1ZGm3TxYmoYe1YR8cMus1bEz5UZHlW841d51OUuuQt,-0.231,17.893,0.004,0.217,0.0184,0.164,0.069,-178774,0.7034,difference_dance
Before The Flood,Just Like a Woman,Bob Dylan,37Dl7jQMmt0gUnzTKqnjkN478if4L7NYDT3qC5wH7nbi,0.037,36.234,0.0034,-0.169,2.04e-06,-0.079,-0.314,15494,0.60240204,difference_energy
Self Portrait,Like a Rolling Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc6W6VdR6GvDExlTEZhO2bsy,-0.153,75.482,0.0131,-0.139,0.0,-0.094,-0.155,-50560,0.5541,difference_speechiness
Mtv Unplugged,Like a Rolling Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc2zsEvCDvYJF2Jl0CoaXw2L,0.107,73.547,0.0245,-0.126,0.0268,0.074,-0.193,180160,0.5513,difference_energy
Dylan & The Dead,Slow Train,Bob Dylan,02Dkg9KisMTISWEBK5AKMk6kpqaDEznzrlLFhPDwjNNY,-0.048,-67.881,-0.005,-0.014,0.0002,-0.422,-0.057,-61840,0.5462,difference_instrumentalness
Self Portrait,She Belongs to Me,Bob Dylan,2itBkHBUxGl4VfDj4HNyoD1e3bm9QA5rUPHlIcs9xFSs,0.216,16.582,-0.0031,-0.116,0.0,0.133,-0.008,-4093,0.47609999999999997,difference_energy
Mtv Unplugged,With God on Our Side,Bob Dylan,5hBOEqqkcQaUgkRhh6EyX45KWAQVVf6fRLtmiznPSiKg,0.088,35.011,0.0115,-0.191,0.0004,-0.07,0.096,12293,0.45690000000000003,difference_acousticness
Bob Dylan Live At Carnegie Hall 1963,The Times They Are A-Changin',Bob Dylan,52vA3CYKZqZVdQnzRrdZt61Ik4syR2SnsRjum1Em1NnI,0.133,7.133,0.0552,-0.027,0.0,0.062,-0.164,49947,0.44120000000000004,difference_energy
Mtv Unplugged,The Times They Are A-Changin',Bob Dylan,52vA3CYKZqZVdQnzRrdZt632gGuJXlLJbKCk3MDfW53y,0.02,-8.256,0.0069,0.004,0.0079,-0.073,-0.257,156507,0.3688,difference_energy
Bob Dylan In Concert: Brandeis University 1963,Talkin' World War III Blues,Bob Dylan,0ePDsEDDIPZNpbwRUEXKoX46NsJsu390fArqdafzEk7U,0.008,-14.204,0.0293,0.025,0.0014,-0.156,0.144,-826,0.3637,difference_acousticness
Bob Dylan In Concert: Brandeis University 1963,Bob Dylan's Dream,Bob Dylan,4MNxOR2Fu4NqJ892UdYx0h7c7g0REAgYXSA8pFLtVoHA,0.051,-11.599,0.0147,-0.053,0.001,-0.208,0.033,57214,0.36069999999999997,difference_energy
Bob Dylan Live At Carnegie Hall 1963,Boots of Spanish Leather,Bob Dylan,6QHYEZlm9wyfXfEM1vSu1P5PNtzbMe7UsK1uUpdEWlZx,-0.0448,72.497,0.0001,-0.166,3.7e-06,-0.049,-0.059,59614,0.3189037,difference_speechiness
Bob Dylan Live At Carnegie Hall 1963,Ballad of Hollis Brown,Bob Dylan,3Si9u9FVlUTcUXVcawnstJ2QBUbz7bmi049Fm5pKF7mv,-0.081,-3.794,0.0107,-0.107,0.0002,-0.043,-0.059,59334,0.3009,difference_speechiness
Mtv Unplugged,Tombstone Blues,Bob Dylan,5JqsRFZYDtIK5Rgeuzd2Jv3Mm5e3j6q6ZCKGh3akueqa,0.154,-19.229,-0.0086,0.017,0.0069,-0.01,-0.088,-61733,0.2845,difference_energy
Bob Dylan Live At Carnegie Hall 1963,With God on Our Side,Bob Dylan,5hBOEqqkcQaUgkRhh6EyX45sCFO2TNqUdNn6PbTcAI3L,0.018,2.586,0.0016,0.048,0.0,-0.101,0.104,-15067,0.2726,difference_acousticness
Dylan & The Dead,Joey,Bob Dylan,3sXLemtrtO6ygZF0G4OIwI2jlkCy1VD6Ha7AYUd85yjO,-0.045,28.679,0.0168,-0.091,-0.0003,0.032,-0.067,-102787,0.2521,difference_valence
Bob Dylan Live At Carnegie Hall 1963,North Country Blues,Bob Dylan,3cY8cOjaN8Lwi08g9Fpr6D3xqdcCI9J1bjO1HaPjRxTi,-0.0455,56.673,0.018,-0.011,-1.81e-06,0.037,-0.056,-16680,0.16750181000000003,difference_valence
Live Trax Vol. 24: Spartanburg Memorial Auditorium,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92aM3KLM3dAegvS45DfkC3f,-0.408,0.345,0.0098,-0.166,-0.0385,-0.377,0.818,-27414,1.8173,difference_acousticness
Live Trax Vol. 24: Spartanburg Memorial Auditorium,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2aM3KLM3dAegvS45DfkC3f,-0.408,0.345,0.0098,-0.166,-0.0385,-0.377,0.818,-27414,1.8173,difference_acousticness
Live At Wrigley Field,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP31NFzD6jXwgjuBHH98LvMA6,0.233,7.319,0.1511,-0.446,-0.1236,-0.78,-0.065,261187,1.7986999999999997,difference_energy
Live At Wrigley Field,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP30Yq23CbxMVn8HhEEPlO5IP,0.233,7.319,0.1511,-0.446,-0.1236,-0.78,-0.065,261187,1.7986999999999997,difference_energy
Live At Wrigley Field,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN1NFzD6jXwgjuBHH98LvMA6,0.233,7.319,0.1511,-0.446,-0.1236,-0.78,-0.065,261187,1.7986999999999997,difference_energy
Live At Wrigley Field,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN0Yq23CbxMVn8HhEEPlO5IP,0.233,7.319,0.1511,-0.446,-0.1236,-0.78,-0.065,261187,1.7986999999999997,difference_energy
Live Trax Vol. 1: Centrum Centre,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92dkO2xnnt8f21HnOOoQ11r,0.104,-14.668,0.0234,-0.251,0.7074,-0.367,0.259,892546,1.7117999999999998,difference_instrumentalness
Live Trax Vol. 1: Centrum Centre,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2dkO2xnnt8f21HnOOoQ11r,0.104,-14.668,0.0234,-0.251,0.7074,-0.367,0.259,892546,1.7117999999999998,difference_instrumentalness
DMB Live Trax Vol. 13,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP33hj6p6e2Ms5HmS3bhBhBk3,0.183,3.649,0.0761,-0.358,0.253,-0.619,-0.0653,337014,1.5543999999999998,difference_instrumentalness
DMB Live Trax Vol. 13,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN3hj6p6e2Ms5HmS3bhBhBk3,0.183,3.649,0.0761,-0.358,0.253,-0.619,-0.0653,337014,1.5543999999999998,difference_instrumentalness
Live Trax Vol. 5: Meadow Brook Music Festival,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji0qGTTf5amZDxgkK3V5zm0W,0.555,-5.545,0.0127,-0.258,0.0002,-0.137,-0.591,35334,1.5539,difference_energy
Live Trax Vol. 23: Whittemoore Center Arena,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz93tvJVlOfV31t478p1n6FZk,-0.263,-0.146,0.0047,-0.1,-0.0386,-0.377,0.77,-58574,1.5533000000000001,difference_acousticness
Live Trax Vol. 23: Whittemoore Center Arena,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K3tvJVlOfV31t478p1n6FZk,-0.263,-0.146,0.0047,-0.1,-0.0386,-0.377,0.77,-58574,1.5533000000000001,difference_acousticness
Live Trax Vol. 19: Vivo Rio,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP35tmo8AGlZkqtKZeRk7bGYn,0.2,9.003,0.0303,-0.317,0.526,-0.382,-0.068,196211,1.5233,difference_instrumentalness
Live Trax Vol. 19: Vivo Rio,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN5tmo8AGlZkqtKZeRk7bGYn,0.2,9.003,0.0303,-0.317,0.526,-0.382,-0.068,196211,1.5233,difference_instrumentalness
Live Trax Vol. 19: Vivo Rio,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji4b59yQgAeh5ZctjGXXu0xj,0.44,2.323,0.0194,-0.28,0.0,-0.051,-0.7264,76153,1.5168000000000001,difference_energy
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Dancing Nancies,Dave Matthews Band,3VzZ1sPfv6i0t0vAuKjKoJ521wmYfMYyCe3v9Sffke09,-0.212,4.27,0.0324,-0.199,0.003,-0.35,0.7001,20173,1.4965,difference_acousticness
Live Trax Vol. 21: SOMA,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji1wFPBlhYcPqrZAg8HjJ0ox,0.446,-3.143,0.0152,-0.218,-6.58e-06,0.095,-0.7192,29280,1.4934065799999998,difference_energy
Live Trax Vol. 26: Sleep Train Amphitheater,Kit Kat Jam,Dave Matthews Band,0BYKNy4ZyhsTXRV0fHjorl6HIky2ZP91EmUzga2tBnBp,-0.074,0.324,0.0238,-0.084,-0.8809,-0.297,0.1325,109860,1.4922000000000002,difference_acousticness
Live Trax Vol. 26: Sleep Train Amphitheater,Kit Kat Jam,Dave Matthews Band,5ImlpTJupVbnAnF769SJDj6HIky2ZP91EmUzga2tBnBp,-0.074,0.324,0.0238,-0.084,-0.8809,-0.297,0.1325,109860,1.4922000000000002,difference_acousticness
Live In New York City,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji3nyDoLtGN2XktbkYUNPzvq,0.473,5.943,-0.0011,-0.286,-9.9e-06,0.08,-0.65,-7333,1.4901099,difference_energy
Live In New York City,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji1CsLShjyRRBBwoUUNu0AcP,0.495,5.94,-0.0001,-0.286,-9.9e-06,0.036,-0.65,-7333,1.4671099,difference_energy
Live Trax Vol. 22: Montage Mountain,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP34i2fF0ONExA61TQWVoGxAD,0.232,6.066,0.1101,-0.406,0.05,-0.596,-0.0666,264134,1.4607,difference_energy
Live Trax Vol. 22: Montage Mountain,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN4i2fF0ONExA61TQWVoGxAD,0.232,6.066,0.1101,-0.406,0.05,-0.596,-0.0666,264134,1.4607,difference_energy
Live Trax Vol. 6: Fenway Park,Can't Stop,Dave Matthews Band,0hSqC8hNHd7RX2WieIKTUw0cYujORcg1d1gSdUaH57f6,-0.421,57.84,-0.0102,-0.241,5.06e-06,-0.439,0.34,22054,1.45120506,difference_acousticness
Live At Piedmont Park,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP37wso0LpquoqFFkQuN8EIh4,0.185,1.876,0.0631,-0.363,-0.123,-0.586,0.1287,148760,1.4487999999999999,difference_energy
Live At Piedmont Park,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP36HAIARTmHiGudioH2ZSYG7,0.185,1.876,0.0631,-0.363,-0.123,-0.586,0.1287,148760,1.4487999999999999,difference_energy
Live At Piedmont Park,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN7wso0LpquoqFFkQuN8EIh4,0.185,1.876,0.0631,-0.363,-0.123,-0.586,0.1287,148760,1.4487999999999999,difference_energy
Live At Piedmont Park,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN6HAIARTmHiGudioH2ZSYG7,0.185,1.876,0.0631,-0.363,-0.123,-0.586,0.1287,148760,1.4487999999999999,difference_energy
Live Trax Vol. 6: Fenway Park,Can't Stop,Dave Matthews Band,7h2x7dc87TmpLC0Kv2sXqJ0cYujORcg1d1gSdUaH57f6,-0.409,57.842,-0.0098,-0.249,5.06e-06,-0.431,0.337,22064,1.4358050599999999,difference_acousticness
Live Trax Vol. 13: Busch Stadium,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP33gxfMj0kurSLonUbHokt0K,0.184,8.889,0.0442,-0.341,0.18,-0.606,-0.0655,337014,1.4206999999999999,difference_energy
Live Trax Vol. 13: Busch Stadium,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN3gxfMj0kurSLonUbHokt0K,0.184,8.889,0.0442,-0.341,0.18,-0.606,-0.0655,337014,1.4206999999999999,difference_energy
Live Trax Vol. 15: Alpine Valley Music Theatre,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP37EulGJbOUnjLzrPsXnni3z,0.188,4.361,0.0941,-0.331,-0.0991,-0.628,-0.0671,202494,1.4073,difference_energy
Live Trax Vol. 15: Alpine Valley Music Theatre,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN7EulGJbOUnjLzrPsXnni3z,0.188,4.361,0.0941,-0.331,-0.0991,-0.628,-0.0671,202494,1.4073,difference_energy
Live Trax Vol. 18: Virginia Beach Amphitheatre,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji7LwsSGMx0nVcBXIKolNnQE,0.449,-3.847,0.0051,-0.153,0.0001,0.041,-0.7535,13120,1.4017,difference_energy
Live Trax Vol. 23: Whittemoore Center Arena,Christmas Song,Dave Matthews Band,1Sun6mPkWpoOAiOALtgkzU6BPNY2FzL11nbmn6JnCBZd,0.073,-22.85,0.4647,0.039,-0.152,-0.176,0.494,104747,1.3987,difference_acousticness
Live Trax Vol. 23: Whittemoore Center Arena,Christmas Song,Dave Matthews Band,33visFacbTGcJ3xzWOjEnq6BPNY2FzL11nbmn6JnCBZd,0.073,-22.85,0.4647,0.039,-0.152,-0.176,0.494,104747,1.3987,difference_acousticness
Live Trax Vol. 15: Alpine Valley Music Theatre,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji191eAeNJHfRzhsC3vkJlkl,0.533,-4.574,0.0308,-0.214,-4.97e-06,-0.105,-0.493,62854,1.37580497,difference_energy
Live Trax Vol. 4: Classic Amphitheatre,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji3x0Mt6OgKolDM1ypKXxRvF,0.436,-2.834,0.0166,-0.198,0.0011,-0.11,-0.603,77707,1.3647,difference_energy
Live At Piedmont Park,So Much to Say,Dave Matthews Band,613iDxRT4mRiGou99Bbk1y3XUGejy6aDUtXGmHHNAMNe,0.175,-3.248,0.0843,-0.132,-0.0016,-0.41,0.5531,87533,1.3560000000000003,difference_acousticness
Live At Piedmont Park,So Much to Say,Dave Matthews Band,613iDxRT4mRiGou99Bbk1y1VPspmvqJzYUPlBEyYI1iX,0.175,-3.248,0.0843,-0.132,-0.0016,-0.41,0.5531,87533,1.3560000000000003,difference_acousticness
Live At Piedmont Park,So Much to Say,Dave Matthews Band,5NLUcVnVHfnkt4uUexWdIH3XUGejy6aDUtXGmHHNAMNe,0.175,-3.248,0.0843,-0.132,-0.0016,-0.41,0.5531,87533,1.3560000000000003,difference_acousticness
Live At Piedmont Park,So Much to Say,Dave Matthews Band,5NLUcVnVHfnkt4uUexWdIH1VPspmvqJzYUPlBEyYI1iX,0.175,-3.248,0.0843,-0.132,-0.0016,-0.41,0.5531,87533,1.3560000000000003,difference_acousticness
Live At Mile High Music Festival,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP306CiRmanmGtIpx7SHKHByR,0.236,3.567,0.0741,-0.367,-0.1182,-0.499,-0.0577,165694,1.3519999999999999,difference_energy
Live At Mile High Music Festival,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP35MsDn1FRc672P3EWMbeQ3b,0.236,3.567,0.0741,-0.367,-0.1182,-0.499,-0.0577,165694,1.3519999999999999,difference_energy
Live At Mile High Music Festival,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN06CiRmanmGtIpx7SHKHByR,0.236,3.567,0.0741,-0.367,-0.1182,-0.499,-0.0577,165694,1.3519999999999999,difference_energy
Live At Mile High Music Festival,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN5MsDn1FRc672P3EWMbeQ3b,0.236,3.567,0.0741,-0.367,-0.1182,-0.499,-0.0577,165694,1.3519999999999999,difference_energy
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr1YepEODXGzil2LxP9UvIH9,-0.336,1.67,0.008,-0.128,0.0,-0.198,0.6809,203133,1.3509000000000002,difference_acousticness
Live Trax Vol. 15: Alpine Valley Music Theatre,Out of My Hands,Dave Matthews Band,4CYkW3oAEaTBz74KP4R1Rt2lcZlljEunP1tKQ7Y1plvf,0.099,-91.77,0.0001,-0.27,-0.4196,-0.0713,-0.489,124014,1.349,difference_energy
Live Trax Vol. 15: Alpine Valley Music Theatre,Out of My Hands,Dave Matthews Band,61keuFUZV4rC2Zxc5gQNeY2lcZlljEunP1tKQ7Y1plvf,0.099,-91.77,0.0001,-0.27,-0.4196,-0.0713,-0.489,124014,1.349,difference_energy
Live Trax Vol. 14: Nissan Pavilion,The Space Between,Dave Matthews Band,65KzDXZm9aQt8sA1k0ZVG36wG2lzknFfVQcLvSNxgsKN,-0.239,-81.721,0.0165,-0.073,0.0,0.22,0.7819,13573,1.3304,difference_acousticness
Live Trax Vol. 14: Nissan Pavilion,The Space Between,Dave Matthews Band,2zj1zujNxjBMBdfkm5uY2o6wG2lzknFfVQcLvSNxgsKN,-0.239,-81.721,0.0165,-0.073,0.0,0.22,0.7819,13573,1.3304,difference_acousticness
Live At Wrigley Field,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN0PTA6dxyv6PVsTHvioxtx7,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526,40374,1.3267000000000002,difference_speechiness
Live At Wrigley Field,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN6jQ7xXUmmOhWkXb19KB2QS,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526,40374,1.3267000000000002,difference_speechiness
Live At Wrigley Field,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR0PTA6dxyv6PVsTHvioxtx7,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526,40374,1.3267000000000002,difference_speechiness
Live At Wrigley Field,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR6jQ7xXUmmOhWkXb19KB2QS,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526,40374,1.3267000000000002,difference_speechiness
Live Trax Vol. 9: MGM Grand Garden Arena,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji3jvZzJ9iB0IYLawuWv7pyA,0.46,-3.63,0.0209,-0.147,9e-08,-0.044,-0.633,23507,1.30490009,difference_energy
Live Trax Vol. 22: Montage Mountain,Why I Am,Dave Matthews Band,55mm4fBiN9wbcUYdliAQ8V0aujnRxdEBEucxvopgpDj4,0.015,0.301,0.2706,-0.297,0.0001,-0.556,0.157,60107,1.2957,difference_speechiness
Live Trax Vol. 6: Fenway Park,Can't Stop,Dave Matthews Band,0hSqC8hNHd7RX2WieIKTUw1tIPQcPyAct4qa1tfA3Wfp,-0.392,-32.393,-0.023,-0.085,0.0,-0.374,0.421,43734,1.295,difference_acousticness
Live Trax Vol. 13: Busch Stadium,Pay for What You Get - Flat Five Studio Version,Dave Matthews Band,3NI1rwn9vc84e5a9mOpLtp61x4J7nZ6WONOeLTdPDY3Z,0.165,53.798,-0.0131,-0.34,-0.0118,-0.262,-0.493,94854,1.2849000000000002,difference_energy
Live Trax Vol. 13: Busch Stadium,Pay for What You Get - Flat Five Studios Bonus Trax,Dave Matthews Band,3h6hi6VfX923YyCl7VtvlR61x4J7nZ6WONOeLTdPDY3Z,0.165,53.798,-0.0131,-0.34,-0.0118,-0.262,-0.493,94854,1.2849000000000002,difference_energy
Live Trax Vol. 6: Fenway Park,Can't Stop,Dave Matthews Band,7h2x7dc87TmpLC0Kv2sXqJ1tIPQcPyAct4qa1tfA3Wfp,-0.38,-32.391,-0.0226,-0.093,0.0,-0.366,0.418,43744,1.2795999999999998,difference_acousticness
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Satellite,Dave Matthews Band,7FXoionVqQVZISNUgCIenZ5twF2kDkWd447rhsvWIMOE,-0.307,5.076,0.0149,-0.219,0.0001,0.162,0.576,57467,1.2790000000000001,difference_acousticness
Live In New York City,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP30w0cGSm5YTlCym0H4N73jI,0.211,7.899,0.0426,-0.362,-0.1113,-0.483,-0.0676,235440,1.2774999999999999,difference_energy
Live In New York City,You Might Die Trying,Dave Matthews Band,1OpQKRDEmTl3zG9NJAgzP31mNHSLSII3a7n9rOW8ON7k,0.211,7.899,0.0426,-0.362,-0.1113,-0.483,-0.0676,235440,1.2774999999999999,difference_energy
Live In New York City,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN0w0cGSm5YTlCym0H4N73jI,0.211,7.899,0.0426,-0.362,-0.1113,-0.483,-0.0676,235440,1.2774999999999999,difference_energy
Live In New York City,You Might Die Trying,Dave Matthews Band,5tCwb28rLpiyqqfu5m2CDN1mNHSLSII3a7n9rOW8ON7k,0.211,7.899,0.0426,-0.362,-0.1113,-0.483,-0.0676,235440,1.2774999999999999,difference_energy
Live Trax Vol. 23: Whittemoore Center Arena,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr6Dbg8ccmvLMpFm7pNntc9B,-0.22,5.279,0.0084,-0.187,0.0,-0.169,0.6929,175987,1.2773,difference_acousticness
Live Trax Vol. 6: Fenway Park,Can't Stop,Dave Matthews Band,0hSqC8hNHd7RX2WieIKTUw7n30E0ekqugZ1cuncxnX0D,-0.428,-31.58,-0.0202,-0.091,6.76e-06,-0.413,0.302,22054,1.25420676,difference_acousticness
Live Trax Vol. 23: Whittemoore Center Arena,Lie in Our Graves,Dave Matthews Band,3R8APSFlJuawCg1qi5Ed3E3mw5HZEGCNho8cCItZcnsj,-0.252,-0.641,0.062,-0.059,-0.157,-0.12,0.599,284533,1.2489999999999999,difference_acousticness
Live Trax Vol. 23: Whittemoore Center Arena,Lie in Our Graves,Dave Matthews Band,0fkgO5vFDzMhOnM8rr7SE63mw5HZEGCNho8cCItZcnsj,-0.252,-0.641,0.062,-0.059,-0.157,-0.12,0.599,284533,1.2489999999999999,difference_acousticness
Live Trax Vol. 12: L.B. Day Amphitheater,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji6XrsnaF3npzSnzH6rY58Na,0.364,-0.311,-0.003,-0.118,0.0082,-0.012,-0.74,14147,1.2452,difference_energy
Live Trax Vol. 1: Centrum Centre,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw6219tKkY10iTrytg3DY0Pm1,0.063,-3.946,0.1182,-0.072,0.2448,-0.626,0.1175,139693,1.2415,difference_instrumentalness
Live Trax Vol. 1: Centrum Centre,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX2219tKkY10iTrytg3DY0Pm1,0.063,-3.946,0.1182,-0.072,0.2448,-0.626,0.1175,139693,1.2415,difference_instrumentalness
Live Trax Vol. 6: Fenway Park,Can't Stop,Dave Matthews Band,7h2x7dc87TmpLC0Kv2sXqJ7n30E0ekqugZ1cuncxnX0D,-0.416,-31.578,-0.0198,-0.099,6.76e-06,-0.405,0.299,22064,1.23880676,difference_acousticness
Live Trax Vol. 28: John Paul Jones Arena,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN0B5JeH08VM4bgik0WJwP9Z,0.063,9.249,0.157,-0.169,0.0036,-0.676,-0.154,82240,1.2226000000000001,difference_speechiness
Live Trax Vol. 28: John Paul Jones Arena,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR0B5JeH08VM4bgik0WJwP9Z,0.063,9.249,0.157,-0.169,0.0036,-0.676,-0.154,82240,1.2226000000000001,difference_speechiness
Live Trax Vol. 10: Pavilion Atlantico,Pantala Naga Pampa,Dave Matthews Band,2LyYZ0ZodirA4lbN7Lzu063r1DRRkV1vxgg42w3MNZec,0.327,-2.744,0.0144,-0.256,0.0374,-0.396,-0.19,-1107,1.2208,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,Pantala Naga Pampa,Dave Matthews Band,6Z8CG21MIG4Tdy3qzap3SR3r1DRRkV1vxgg42w3MNZec,0.327,-2.744,0.0144,-0.256,0.0374,-0.396,-0.19,-1107,1.2208,difference_energy
Live In Chicago 12.19.98 at The United Center,Christmas Song,Dave Matthews Band,1Sun6mPkWpoOAiOALtgkzU7uZj5p5S9YjhjGVKRpMfb1,0.274,50.461,-0.0458,-0.144,-0.152,-0.158,0.443,-301107,1.2167999999999999,difference_acousticness
Live In Chicago 12.19.98 at The United Center,Christmas Song,Dave Matthews Band,1Sun6mPkWpoOAiOALtgkzU3EOEo2WQ4KP2OssHm9MpOF,0.274,50.461,-0.0458,-0.144,-0.152,-0.158,0.443,-301107,1.2167999999999999,difference_acousticness
Live In Chicago 12.19.98 at The United Center,Christmas Song,Dave Matthews Band,33visFacbTGcJ3xzWOjEnq7uZj5p5S9YjhjGVKRpMfb1,0.274,50.461,-0.0458,-0.144,-0.152,-0.158,0.443,-301107,1.2167999999999999,difference_acousticness
