album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
Bob Dylan In Concert: Brandeis University 1963,Talkin' World War III Blues,Bob Dylan,0ePDsEDDIPZNpbwRUEXKoX46NsJsu390fArqdafzEk7U,0.008,-14.204,0.0293,0.025,0.0014,-0.156,0.144
Bob Dylan Live At Carnegie Hall 1963,The Times They Are A-Changin',Bob Dylan,52vA3CYKZqZVdQnzRrdZt61Ik4syR2SnsRjum1Em1NnI,0.133,7.133,0.0552,-0.027,0.0,0.062,-0.164
Mtv Unplugged,The Times They Are A-Changin',Bob Dylan,52vA3CYKZqZVdQnzRrdZt632gGuJXlLJbKCk3MDfW53y,0.02,-8.256,0.0069,0.004,0.0079,-0.073,-0.257
Mtv Unplugged,Tombstone Blues,Bob Dylan,5JqsRFZYDtIK5Rgeuzd2Jv3Mm5e3j6q6ZCKGh3akueqa,0.154,-19.229,-0.0086,0.017,0.0069,-0.01,-0.088
Bob Dylan Live At Carnegie Hall 1963,With God on Our Side,Bob Dylan,5hBOEqqkcQaUgkRhh6EyX45sCFO2TNqUdNn6PbTcAI3L,0.018,2.586,0.0016,0.048,0.0,-0.101,0.104
Mtv Unplugged,With God on Our Side,Bob Dylan,5hBOEqqkcQaUgkRhh6EyX45KWAQVVf6fRLtmiznPSiKg,0.088,35.011,0.0115,-0.191,0.0004,-0.07,0.096
Weekend On The Rocks,#34,Dave Matthews Band,2BmNotNtTxHZLrYOss81RZ2KgA1vuYyaVm9Vfd9GMVXE,0.111,-7.277,0.0067,-0.153,0.012,-0.008,-0.179
Live At Mile High Music Festival,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz94huDpr8X5ZUGWVV3A7IDfX,0.114,-12.191,0.0287,-0.197,-0.0215,-0.189,0.0081
Live At Mile High Music Festival,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz95MKqzTSr2laXT2Cm0W5m3z,0.114,-12.191,0.0287,-0.197,-0.0215,-0.189,0.0081
Live At Mile High Music Festival,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K4huDpr8X5ZUGWVV3A7IDfX,0.114,-12.191,0.0287,-0.197,-0.0215,-0.189,0.0081
Live At Mile High Music Festival,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K5MKqzTSr2laXT2Cm0W5m3z,0.114,-12.191,0.0287,-0.197,-0.0215,-0.189,0.0081
Live At Wrigley Field,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz90rXUxazqdzQBihx0HuxP3N,0.221,-5.25,0.0981,-0.172,-0.0358,-0.574,-0.0015
Live At Wrigley Field,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz94JokKmIbiyDvkXRJlXPd6z,0.221,-5.25,0.0981,-0.172,-0.0358,-0.574,-0.0015
Live At Wrigley Field,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K0rXUxazqdzQBihx0HuxP3N,0.221,-5.25,0.0981,-0.172,-0.0358,-0.574,-0.0015
Live At Wrigley Field,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K4JokKmIbiyDvkXRJlXPd6z,0.221,-5.25,0.0981,-0.172,-0.0358,-0.574,-0.0015
Live In Chicago 12.19.98 at The United Center,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92h3mSbMJ2gvD6i5AdBMjcp,0.195,-10.885,0.0412,-0.209,-0.0149,-0.295,0.0185
Live In Chicago 12.19.98 at The United Center,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz93NFNsY0ygNg8V4JWCVzkuO,0.195,-10.885,0.0412,-0.209,-0.0149,-0.295,0.0185
Live In Chicago 12.19.98 at The United Center,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2h3mSbMJ2gvD6i5AdBMjcp,0.195,-10.885,0.0412,-0.209,-0.0149,-0.295,0.0185
Live In Chicago 12.19.98 at The United Center,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K3NFNsY0ygNg8V4JWCVzkuO,0.195,-10.885,0.0412,-0.209,-0.0149,-0.295,0.0185
Live Trax Vol. 10: Pavilion Atlantico,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92pn4dBKnQemqTcJJw1u2aR,0.15,-12.769,0.049,-0.225,0.0023,-0.351,0.0891
Live Trax Vol. 10: Pavilion Atlantico,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2pn4dBKnQemqTcJJw1u2aR,0.15,-12.769,0.049,-0.225,0.0023,-0.351,0.0891
Live Trax Vol. 11: SPAC,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz91Zdf2BzPzLX0cLf0w0J6Fl,0.092,-12.663,0.0125,-0.279,-0.0146,-0.298,0.0003
Live Trax Vol. 11: SPAC,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K1Zdf2BzPzLX0cLf0w0J6Fl,0.092,-12.663,0.0125,-0.279,-0.0146,-0.298,0.0003
Live Trax Vol. 16: Riverbend Music Center,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz977meGysGUiB2BtQXWEzFPK,0.059,-10.621,0.0344,-0.221,-0.035,-0.525,0.0007
Live Trax Vol. 16: Riverbend Music Center,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K77meGysGUiB2BtQXWEzFPK,0.059,-10.621,0.0344,-0.221,-0.035,-0.525,0.0007
Live Trax Vol. 17: Shoreline Amphitheatre,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz95WtXRCo7dJmAhg18vtyBao,0.131,-3.98,0.0199,-0.184,-0.032,-0.362,0.008
Live Trax Vol. 17: Shoreline Amphitheatre,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K5WtXRCo7dJmAhg18vtyBao,0.131,-3.98,0.0199,-0.184,-0.032,-0.362,0.008
Live Trax Vol. 18: Virginia Beach Amphitheatre,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz91ZANPDdiSYUQ9cugRoOetb,0.165,-18.687,0.1531,-0.269,-0.0346,-0.434,-0.0009
Live Trax Vol. 18: Virginia Beach Amphitheatre,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K1ZANPDdiSYUQ9cugRoOetb,0.165,-18.687,0.1531,-0.269,-0.0346,-0.434,-0.0009
Live Trax Vol. 19: Vivo Rio,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz970hu323op2iBuGCuDZf2vz,0.046,-11.95,0.0294,-0.22,0.2834,-0.331,-0.0019
Live Trax Vol. 19: Vivo Rio,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K70hu323op2iBuGCuDZf2vz,0.046,-11.95,0.0294,-0.22,0.2834,-0.331,-0.0019
Live Trax Vol. 1: Centrum Centre,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92dkO2xnnt8f21HnOOoQ11r,0.104,-14.668,0.0234,-0.251,0.7074,-0.367,0.259
Live Trax Vol. 1: Centrum Centre,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2dkO2xnnt8f21HnOOoQ11r,0.104,-14.668,0.0234,-0.251,0.7074,-0.367,0.259
Live Trax Vol. 22: Montage Mountain,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92iNNq1ooxQyNAuQRsd6aeU,0.151,-7.32,0.0811,-0.236,-0.0347,-0.387,0.0362
Live Trax Vol. 22: Montage Mountain,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2iNNq1ooxQyNAuQRsd6aeU,0.151,-7.32,0.0811,-0.236,-0.0347,-0.387,0.0362
Live Trax Vol. 23: Whittemoore Center Arena,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz93tvJVlOfV31t478p1n6FZk,-0.263,-0.146,0.0047,-0.1,-0.0386,-0.377,0.77
Live Trax Vol. 23: Whittemoore Center Arena,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K3tvJVlOfV31t478p1n6FZk,-0.263,-0.146,0.0047,-0.1,-0.0386,-0.377,0.77
Live Trax Vol. 24: Spartanburg Memorial Auditorium,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92aM3KLM3dAegvS45DfkC3f,-0.408,0.345,0.0098,-0.166,-0.0385,-0.377,0.818
Live Trax Vol. 24: Spartanburg Memorial Auditorium,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2aM3KLM3dAegvS45DfkC3f,-0.408,0.345,0.0098,-0.166,-0.0385,-0.377,0.818
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz91q4Mij0p95VPDECvsNriL3,-0.101,-3.92,0.0148,-0.065,0.046,-0.478,0.0681
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K1q4Mij0p95VPDECvsNriL3,-0.101,-3.92,0.0148,-0.065,0.046,-0.478,0.0681
Live Trax Vol. 28: John Paul Jones Arena,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz96tvoKYC90r5dDZ2T0Lx0OC,0.131,-4.476,0.0214,-0.161,-0.0083,-0.491,-0.0008
Live Trax Vol. 28: John Paul Jones Arena,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K6tvoKYC90r5dDZ2T0Lx0OC,0.131,-4.476,0.0214,-0.161,-0.0083,-0.491,-0.0008
Live Trax Vol. 2: Golden Gate Park,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz94z0PRznM5XOxH2wJaNf2Fb,0.161,-10.271,0.0425,-0.269,-0.0382,-0.431,0.0124
Live Trax Vol. 2: Golden Gate Park,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K4z0PRznM5XOxH2wJaNf2Fb,0.161,-10.271,0.0425,-0.269,-0.0382,-0.431,0.0124
Live Trax Vol. 4: Classic Amphitheatre,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz93J095OZ1yoYVsxeD4BnUqf,0.17,-3.223,0.0414,-0.165,-0.0165,-0.186,0.0077
Live Trax Vol. 4: Classic Amphitheatre,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K3J095OZ1yoYVsxeD4BnUqf,0.17,-3.223,0.0414,-0.165,-0.0165,-0.186,0.0077
Live Trax Vol. 7: Hampton Coliseum,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz93ifsZuJFCAvhmkU9BlxvAb,0.147,-9.75,0.0193,-0.161,0.1534,-0.246,0.0369
Live Trax Vol. 7: Hampton Coliseum,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K3ifsZuJFCAvhmkU9BlxvAb,0.147,-9.75,0.0193,-0.161,0.1534,-0.246,0.0369
Live Trax Vol. 8: Alpine Valley Music Theatre,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz90SLk2ymKTKDN2O9UbdG7IO,0.206,-8.648,0.0182,-0.263,-0.0381,-0.471,0.0824
Live Trax Vol. 8: Alpine Valley Music Theatre,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K0SLk2ymKTKDN2O9UbdG7IO,0.206,-8.648,0.0182,-0.263,-0.0381,-0.471,0.0824
Weekend On The Rocks,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz91o2waYkqMs9q93uBOhrwAX,0.052,-10.933,0.0145,-0.171,0.0135,-0.408,0.0016
Weekend On The Rocks,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K1o2waYkqMs9q93uBOhrwAX,0.052,-10.933,0.0145,-0.171,0.0135,-0.408,0.0016
Live Trax Vol. 6: Fenway Park,American Baby,Dave Matthews Band,5PcKkPstgU1CDbijA2zZrV55AbjCsS1vxaSCCd6MtpEA,0.149,-0.495,0.0691,-0.118,-0.0021,-0.322,0.0539
Live Trax Vol. 6: Fenway Park,American Baby,Dave Matthews Band,5PcKkPstgU1CDbijA2zZrV6rKGKCa25XLsceNp7gGd7t,0.148,-0.501,0.0567,-0.119,-0.0021,-0.327,0.0571
Live Trax Vol. 6: Fenway Park,American Baby,Dave Matthews Band,5RgzfIJ4t4g5VEQwm3JlSq55AbjCsS1vxaSCCd6MtpEA,0.149,-0.495,0.0691,-0.118,-0.0021,-0.322,0.0539
Live Trax Vol. 6: Fenway Park,American Baby,Dave Matthews Band,5RgzfIJ4t4g5VEQwm3JlSq6rKGKCa25XLsceNp7gGd7t,0.148,-0.501,0.0567,-0.119,-0.0021,-0.327,0.0571
Weekend On The Rocks,American Baby,Dave Matthews Band,5PcKkPstgU1CDbijA2zZrV1iXxhUOHD8qIWH6ik5jCN6,0.135,3.519,0.0711,-0.175,-0.002,-0.043,0.0765
Weekend On The Rocks,American Baby,Dave Matthews Band,5RgzfIJ4t4g5VEQwm3JlSq1iXxhUOHD8qIWH6ik5jCN6,0.135,3.519,0.0711,-0.175,-0.002,-0.043,0.0765
Live At Folsom Field Boulder Colorado,Angel,Dave Matthews Band,3oInpJE7Rcn24d6KI0KBlM5MaPodxMDGdwB0kOhGrNDG,0.066,-22.177,0.0363,-0.126,0.0016,-0.04,0.103
Live At Folsom Field Boulder Colorado,Angel,Dave Matthews Band,3oInpJE7Rcn24d6KI0KBlM6uxMxZArHF92heGJGZSPTk,0.067,-22.177,0.0365,-0.126,0.0016,-0.038,0.103
Live At Folsom Field Boulder Colorado,Angel,Dave Matthews Band,66jm03dlTjtwpSDSmzmB3e5MaPodxMDGdwB0kOhGrNDG,0.066,-22.177,0.0363,-0.126,0.0016,-0.04,0.103
Live At Folsom Field Boulder Colorado,Angel,Dave Matthews Band,66jm03dlTjtwpSDSmzmB3e6uxMxZArHF92heGJGZSPTk,0.067,-22.177,0.0365,-0.126,0.0016,-0.038,0.103
DMB Live Trax Vol. 13,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR2xGcv1e6BkhIW2tzEhERsO,0.12,-2.013,0.0306,-0.105,0.0091,-0.275,0.0188
Live At Folsom Field Boulder Colorado,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR3gOe3cB76r3WNYUBtO8YPU,0.126,-2.954,0.0328,-0.251,0.0007,-0.317,0.0783
Live At Folsom Field Boulder Colorado,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR63wcoGKq9K3dr3fYQNoOjq,0.126,-2.954,0.0328,-0.251,0.0007,-0.317,0.0783
Live At Mile High Music Festival,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR39Lgkh24aXeDyUMz2j0QO3,0.123,0.918,0.0995,-0.183,0.0012,-0.335,0.054
Live At Mile High Music Festival,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR7L58rDe0nYDBaLvkG4m6q7,0.123,0.918,0.0995,-0.183,0.0012,-0.335,0.054
Live At Piedmont Park,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR0702UFFKmAb5ruI1qeIaVV,0.139,-0.911,0.063,-0.224,0.0062,-0.348,0.3183
Live At Piedmont Park,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR5BC78gWDVpj9h5pKMXLoHB,0.139,-0.911,0.063,-0.224,0.0062,-0.348,0.3183
Live At Red Rocks 8.15.95,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR0QNjsDXoCU6BZBalAzeNQ9,0.135,4.063,0.1015,-0.127,0.0108,-0.267,0.2773
Live At Red Rocks 8.15.95,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR7n9VawuCtXl47eXqlppSqn,0.135,4.063,0.1015,-0.127,0.0108,-0.267,0.2773
Live Trax Vol. 10: Pavilion Atlantico,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR2A2RIfu8NAB2nc2xE7oPxN,0.138,2.402,0.0915,-0.263,0.0034,-0.277,0.1953
Live Trax Vol. 11: SPAC,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR5a9unjDuR1Unhq3B0ytsfF,0.109,-4.927,0.0301,-0.225,0.0146,-0.354,-0.0079
Live Trax Vol. 12: L.B. Day Amphitheater,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1As3PamDGzDBJyx3a5n1Pm,0.093,3.074,0.0302,-0.142,0.0795,-0.317,-0.0137
Live Trax Vol. 13: Busch Stadium,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR2yk2MBje1jwzgRRJ2gkZVN,0.123,-1.947,0.0306,-0.106,0.0078,-0.281,0.0185
Live Trax Vol. 14: Nissan Pavilion,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR05YakWYmkW435kIr78Zd0w,0.075,-0.764,0.0136,-0.239,0.3719,-0.368,-0.0266
Live Trax Vol. 15: Alpine Valley Music Theatre,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR5ihvwKhb4MB5uxKhrR4ZtN,0.09,0.376,0.0765,-0.182,0.0145,-0.391,-0.0164
Live Trax Vol. 17: Shoreline Amphitheatre,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1Zm9Rs65C7AwJuuisfl4SR,0.109,1.982,0.0276,-0.125,0.0,-0.215,0.0216
Live Trax Vol. 18: Virginia Beach Amphitheatre,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR60PM7MpD3QKTTcM8VxyyTO,0.149,3.157,0.1135,-0.171,0.0208,-0.448,-0.0241
Live Trax Vol. 19: Vivo Rio,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR0NGv3OVIGNWUngdJfHV6Un,0.112,1.085,0.0123,-0.171,0.0675,-0.312,-0.0271
Live Trax Vol. 20: Wetlands Preserve,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR3NdNaO5kLq8xE39Qno3Zya,-0.035,-2.963,0.0115,-0.137,0.0525,-0.082,-0.0114
Live Trax Vol. 21: SOMA,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR04UkfWNyiLuiJ4gIVeYSln,0.117,3.337,0.0915,-0.244,0.0036,-0.592,-0.0217
Live Trax Vol. 23: Whittemoore Center Arena,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR3aAnkyuTdDNqjgrgFuxUZN,0.075,-1.298,0.0256,-0.185,-0.0001,-0.073,0.4683
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR0iVos6A9M8KcYzVZnxQOXv,0.055,1.099,0.0128,-0.22,0.0001,-0.163,0.4523
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR76Jk0eOy6tjcaIygmduKdV,0.078,7.983,0.0705,-0.217,0.0657,-0.344,0.0193
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR22uKzR3vFHdGicIUQ2AVMT,0.118,4.097,0.0392,-0.23,0.0016,-0.277,0.1713
"Live Trax Vol. 30: The Muse, Nantucket, MA",Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1tPWweq0EP2P4Nf7Sn8vZm,-0.048,-2.958,0.0309,-0.119,0.0,-0.237,0.0873
Live Trax Vol. 3: Meadows Music Theatre,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR3saPzlwtieNBW3lRYUEgN6,0.132,-2.83,0.0525,-0.252,0.1009,-0.215,-0.0069
Live Trax Vol. 4: Classic Amphitheatre,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1HtP6PnbzJNXsOKeGrhPlH,0.137,0.654,0.1475,-0.166,0.0556,-0.246,-0.015
Live Trax Vol. 5: Meadow Brook Music Festival,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR2em2r323VsXqrPHpLKSoZs,0.16,1.782,0.1255,-0.214,0.0021,-0.281,-0.0171
Live Trax Vol. 6: Fenway Park,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1lSUTXC8WnjueNQJXcQKT1,0.099,-1.473,0.0248,-0.245,0.0043,-0.241,0.0783
Live Trax Vol. 6: Fenway Park,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR5bURUlRn35yYb3kt0MdpbY,0.1,-1.724,0.0218,-0.231,0.0025,-0.23,0.0645
Live Trax Vol. 7: Hampton Coliseum,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1L2RRn7G3tQ2mS4WsusIZ1,0.151,-0.018,0.0735,-0.24,0.0024,-0.279,0.0853
Live Trax Vol. 8: Alpine Valley Music Theatre,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR6iEZdQpt3J9mHfloyVVenP,0.138,0.774,0.0655,-0.166,0.0015,-0.314,0.2543
Remember Two Things,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR5rxdcMr3NnsckVU5m1peuS,-0.306,-4.198,0.0172,-0.054,-0.0001,-0.09,0.3843
Remember Two Things,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR7tLc6FjatRiO1g860GZ14c,-0.306,-4.198,0.0172,-0.054,-0.0001,-0.09,0.3843
The Central Park Concert,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR39XKdJSagGu5jshLyVYsW3,0.125,-1.467,0.0314,-0.172,0.0003,-0.335,0.0117
Live At Folsom Field Boulder Colorado,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E145b0MW9PfYcLmd7l2wiHs,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
Live At Folsom Field Boulder Colorado,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E4Qg4MyXQ6EWHXkOOLwoOAD,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
Live At Folsom Field Boulder Colorado,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq145b0MW9PfYcLmd7l2wiHs,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
Live At Folsom Field Boulder Colorado,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq4Qg4MyXQ6EWHXkOOLwoOAD,-0.123,30.628,-0.0162,0.087,0.0014,-0.158,-0.063
Live Trax 2008,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E3PYWwkNEAxQkGHOWz2m79J,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
Live Trax 2008,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E3rSBUK0ehv1fkoRKEYFE3m,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
Live Trax 2008,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq3PYWwkNEAxQkGHOWz2m79J,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
Live Trax 2008,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq3rSBUK0ehv1fkoRKEYFE3m,-0.06,5.412,-0.0099,0.017,0.0112,-0.249,-0.097
Live Trax Vol. 11: SPAC,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E02mnIdUOEnaijpM9mHGWtA,-0.106,-2.13,0.0022,-0.085,0.0171,-0.168,-0.049
Live Trax Vol. 11: SPAC,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq02mnIdUOEnaijpM9mHGWtA,-0.106,-2.13,0.0022,-0.085,0.0171,-0.168,-0.049
Live Trax Vol. 15: Alpine Valley Music Theatre,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E11buiVN7kifGH9eZDddkcV,-0.157,6.195,-0.0047,-0.011,0.0042,-0.227,-0.0973
Live Trax Vol. 15: Alpine Valley Music Theatre,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq11buiVN7kifGH9eZDddkcV,-0.157,6.195,-0.0047,-0.011,0.0042,-0.227,-0.0973
Live Trax Vol. 16: Riverbend Music Center,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E3diqttoz0YJuebul4F9pMd,-0.165,4.06,-0.0154,0.086,0.0596,-0.29,-0.0611
Live Trax Vol. 16: Riverbend Music Center,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq3diqttoz0YJuebul4F9pMd,-0.165,4.06,-0.0154,0.086,0.0596,-0.29,-0.0611
Live Trax Vol. 19: Vivo Rio,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E31qS01n3JqolzZV6cPauQp,-0.091,8.212,-0.0078,-0.021,0.0226,-0.235,-0.0997
Live Trax Vol. 19: Vivo Rio,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq31qS01n3JqolzZV6cPauQp,-0.091,8.212,-0.0078,-0.021,0.0226,-0.235,-0.0997
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E5UqC02iAo5LVxyp9UBZloN,-0.062,9.697,0.0116,0.14,0.1678,-0.023,0.0311
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq5UqC02iAo5LVxyp9UBZloN,-0.062,9.697,0.0116,0.14,0.1678,-0.023,0.0311
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E1QuYeeOVykY0GPCAr3PqRB,-0.085,9.071,-0.0094,0.156,0.0163,-0.157,-0.0729
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq1QuYeeOVykY0GPCAr3PqRB,-0.085,9.071,-0.0094,0.156,0.0163,-0.157,-0.0729
Live Trax Vol. 3: Meadows Music Theatre,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E5HaqZFO969KpXV1Qw3wn6c,-0.034,-0.152,0.0052,-0.088,0.0606,-0.03,-0.0844
Live Trax Vol. 3: Meadows Music Theatre,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq5HaqZFO969KpXV1Qw3wn6c,-0.034,-0.152,0.0052,-0.088,0.0606,-0.03,-0.0844
Live Trax Vol. 6: Fenway Park,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E2f3QCp6drqGhOyjcdvQpqh,-0.248,-2.401,-0.0178,0.001,0.0186,-0.014,-0.05
Live Trax Vol. 6: Fenway Park,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E6hLSiJ4uXFwlDI6gd52jJs,-0.246,-3.438,-0.0176,-0.004,0.0178,-0.013,-0.0545
Live Trax Vol. 6: Fenway Park,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq2f3QCp6drqGhOyjcdvQpqh,-0.248,-2.401,-0.0178,0.001,0.0186,-0.014,-0.05
Live Trax Vol. 6: Fenway Park,Bartender,Dave Matthews Band,4b08ATxMr59xjM8GePxlwq6hLSiJ4uXFwlDI6gd52jJs,-0.246,-3.438,-0.0176,-0.004,0.0178,-0.013,-0.0545
Live Trax Vol. 8: Alpine Valley Music Theatre,Bartender,Dave Matthews Band,3Cygu4ytxgsXL3JzPbQV8E5lKYKJ2xI2yUlPP5sovVmR,-0.068,0.166,-0.0132,0.033,0.0141,-0.01,0.0221
